categoria_es,categoria_pl,palabra_es,palabra_pl
"Deportes de Invierno","Sporty zimowe","el teleférico","kolejka linowa"
"Deportes de Invierno","Sporty zimowe","la avalancha / el alud","lawina"
"Deportes de Invierno","Sporty zimowe","el copo de nieve","płatek śniegu"
"Deportes de Invierno","Sporty zimowe","el invierno","zima"
"Deportes de Invierno","Sporty zimowe","el frío","zimno"
"Deportes de Invierno","Sporty zimowe","bajo cero","poniżej zera"
"Deportes de Invierno","Sporty zimowe","congelado","zamarznięty"
"Deportes de Invierno","Sporty zimowe","resbaladizo","śliski"
"Deportes de Invierno","Sporty zimowe","patinar","jeździć na łyżwach"
"Deportes de Invierno","Sporty zimowe","esquiar","jeździć na nartach"
"Deportes de Invierno","Sporty zimowe","deslizarse","ślizgać się / zjeżdżać"
"Deportes de Invierno","Sporty zimowe","frenar","hamować"
"Deportes de Invierno","Sporty zimowe","caerse","przewrócić się"
"Deportes de Invierno","Sporty zimowe","los esquís","narty"
"Deportes de Invierno","Sporty zimowe","los bastones (de esquí)","kije narciarskie"
"Deportes de Invierno","Sporty zimowe","las fijaciones","wiązania"
"Deportes de Invierno","Sporty zimowe","las botas de esquí","buty narciarskie"
"Deportes de Invierno","Sporty zimowe","la tabla de snowboard","deska snowboardowa"
"Deportes de Invierno","Sporty zimowe","los patines","łyżwy"
"Deportes de Invierno","Sporty zimowe","el disco (de hockey)","krążek hokejowy"
"Deportes de Invierno","Sporty zimowe","el casco","kask"
"Deportes de Invierno","Sporty zimowe","las gafas de ventisca","gogle narciarskie"
"Deportes de Invierno","Sporty zimowe","los guantes","rękawice"
"Deportes de Invierno","Sporty zimowe","el abrigo","płaszcz / kurtka"
"Deportes de Invierno","Sporty zimowe","el gorro","czapka"
"Deportes de Invierno","Sporty zimowe","la bufanda","szalik"
"Deportes de Invierno","Sporty zimowe","el forfait","karnet narciarski"
"Deportes de Invierno","Sporty zimowe","el instructor","instruktor"
"Deportes de Invierno","Sporty zimowe","la clase de esquí","lekcja narciarstwa"
"Deportes de Invierno","Sporty zimowe","el campeonato","mistrzostwa"
"Deportes de Invierno","Sporty zimowe","el fuera de pista","jazda poza trasą (freeride)"
"Deportes de Invierno","Sporty zimowe","la estación de esquí","ośrodek narciarski"
"Deportes de Invierno","Sporty zimowe","el trineo de perros","psi zaprzęg"
"Equipamiento Deportivo","Sprzęt sportowy","el equipamiento deportivo","sprzęt sportowy"
"Equipamiento Deportivo","Sprzęt sportowy","la pelota","piłka (zwykle mała)"
"Equipamiento Deportivo","Sprzęt sportowy","el balón","piłka (duża)"
"Equipamiento Deportivo","Sprzęt sportowy","la raqueta","rakieta (np. tenisowa)"
"Equipamiento Deportivo","Sprzęt sportowy","el bate","kij baseballowy"
"Equipamiento Deportivo","Sprzęt sportowy","el palo","kij (golfowy, hokejowy)"
"Equipamiento Deportivo","Sprzęt sportowy","la red","siatka"
"Equipamiento Deportivo","Sprzęt sportowy","la portería","bramka"
"Equipamiento Deportivo","Sprzęt sportowy","la canasta","kosz"
"Equipamiento Deportivo","Sprzęt sportowy","los guantes","rękawice"
"Equipamiento Deportivo","Sprzęt sportowy","el casco","kask"
"Equipamiento Deportivo","Sprzęt sportowy","las rodilleras","nakolanniki"
"Equipamiento Deportivo","Sprzęt sportowy","las coderas","nałokietniki"
"Equipamiento Deportivo","Sprzęt sportowy","las espinilleras","ochraniacze na piszczele"
"Equipamiento Deportivo","Sprzęt sportowy","las gafas de natación","okulary pływackie"
"Equipamiento Deportivo","Sprzęt sportowy","el gorro de baño","czepek pływacki"
"Equipamiento Deportivo","Sprzęt sportowy","el bañador","strój kąpielowy"
"Equipamiento Deportivo","Sprzęt sportowy","el chándal","dres"
"Equipamiento Deportivo","Sprzęt sportowy","las zapatillas de deporte","buty sportowe"
"Equipamiento Deportivo","Sprzęt sportowy","los tacos","korki (buty)"
"Equipamiento Deportivo","Sprzęt sportowy","los patines","łyżwy / rolki"
"Equipamiento Deportivo","Sprzęt sportowy","la bicicleta","rower"
"Equipamiento Deportivo","Sprzęt sportowy","el sillín","siodełko"
"Equipamiento Deportivo","Sprzęt sportowy","el pedal","pedał"
"Equipamiento Deportivo","Sprzęt sportowy","el manillar","kierownica (rowerowa)"
"Equipamiento Deportivo","Sprzęt sportowy","la tabla","deska"
"Equipamiento Deportivo","Sprzęt sportowy","los esquís","narty"
"Equipamiento Deportivo","Sprzęt sportowy","el silbato","gwizdek"
"Equipamiento Deportivo","Sprzęt sportowy","el cronómetro","stoper"
"Equipamiento Deportivo","Sprzęt sportowy","la cinta de correr","bieżnia (urządzenie)"
"Equipamiento Deportivo","Sprzęt sportowy","la pesa","ciężarek"
"Equipamiento Deportivo","Sprzęt sportowy","la mancuerna","hantel"
"Equipamiento Deportivo","Sprzęt sportowy","la barra","sztanga / drążek"
"Equipamiento Deportivo","Sprzęt sportowy","el disco (de pesas)","talerz (obciążenie)"
"Equipamiento Deportivo","Sprzęt sportowy","la esterilla / la colchoneta","mata (np. do jogi) / materac"
"Equipamiento Deportivo","Sprzęt sportowy","el saco de boxeo","worek treningowy"
"Equipamiento Deportivo","Sprzęt sportowy","el kimono","kimono"
"Equipamiento Deportivo","Sprzęt sportowy","el cinturón","pas (np. w sztukach walki)"
"Equipamiento Deportivo","Sprzęt sportowy","los dardos","rzutki (lotki)"
"Equipamiento Deportivo","Sprzęt sportowy","la diana","tarcza (do rzutek)"
"Equipamiento Deportivo","Sprzęt sportowy","el tablero","plansza (np. do szachów)"
"Equipamiento Deportivo","Sprzęt sportowy","las piezas","pionki / bierki"
"Equipamiento Deportivo","Sprzęt sportowy","el aro","obręcz (np. hula hop)"
"Equipamiento Deportivo","Sprzęt sportowy","la comba","skakanka"
"Equipamiento Deportivo","Sprzęt sportowy","el trampolín","trampolina"
"Equipamiento Deportivo","Sprzęt sportowy","la jabalina","oszczep"
"Equipamiento Deportivo","Sprzęt sportowy","el disco (atletismo)","dysk (do rzutu)"
"Equipamiento Deportivo","Sprzęt sportowy","el trofeo","trofeum / puchar"
"Equipamiento Deportivo","Sprzęt sportowy","la medalla","medal"
"Equipamiento Deportivo","Sprzęt sportowy","el uniforme","stój sportowy (uniform)"
"En el Gimnasio","Na siłowni","el gimnasio","siłownia"
"En el Gimnasio","Na siłowni","el entrenamiento","trening"
"En el Gimnasio","Na siłowni","entrenar","trenować"
"En el Gimnasio","Na siłowni","hacer ejercicio","ćwiczyć"
"En el Gimnasio","Na siłowni","estar en forma","być w formie"
"En el Gimnasio","Na siłowni","la salud","zdrowie"
"En el Gimnasio","Na siłowni","la condición física","kondycja fizyczna"
"En el Gimnasio","Na siłowni","el entrenador personal","trener personalny"
"En el Gimnasio","Na siłowni","el instructor","instruktor"
"En el Gimnasio","Na siłowni","el músculo","mięsień"
"En el Gimnasio","Na siłowni","la fuerza","siła"
"En el Gimnasio","Na siłowni","la resistencia","wytrzymałość"
"En el Gimnasio","Na siłowni","el calentamiento","rozgrzewka"
"En el Gimnasio","Na siłowni","calentar","rozgrzewać się"
"En el Gimnasio","Na siłowni","el estiramiento","rozciągananie"
"En el Gimnasio","Na siłowni","estirar","rozciągać się"
"En el Gimnasio","Na siłowni","la máquina","maszyna / sprzęt (do ćwiczeń)"
"En el Gimnasio","Na siłowni","la cinta de correr","bieżnia"
"En el Gimnasio","Na siłowni","la bicicleta estática","rowerek stacjonarny"
"En el Gimnasio","Na siłowni","la elíptica","orbitrek / maszyna eliptyczna"
"En el Gimnasio","Na siłowni","las pesas","ciężary"
"En el Gimnasio","Na siłowni","levantar pesas","podnosić ciężary"
"En el Gimnasio","Na siłowni","la mancuerna","hantel"
"En el Gimnasio","Na siłowni","la pesa rusa / la kettlebell","odważnik kulowy (kettlebell)"
"En el Gimnasio","Na siłowni","la barra","sztanga"
"En el Gimnasio","Na siłowni","la repetición","powtórzenie"
"En el Gimnasio","Na siłowni","la serie","seria"
"En el Gimnasio","Na siłowni","el descanso","odpoczynek"
"En el Gimnasio","Na siłowni","sudar","pocić się"
"En el Gimnasio","Na siłowni","el sudor","pot"
"En el Gimnasio","Na siłowni","la toalla","ręcznik"
"En el Gimnasio","Na siłowni","la botella de agua","butelka wody"
"En el Gimnasio","Na siłowni","el vestuario","szatnia"
"En el Gimnasio","Na siłowni","la taquilla","szafka (w szatni)"
"En el Gimnasio","Na siłowni","la ducha","prysznic"
"En el Gimnasio","Na siłowni","la clase dirigida","zajęcia grupowe"
"En el Gimnasio","Na siłowni","el yoga","joga"
"En el Gimnasio","Na siłowni","el pilates","pilates"
"En el Gimnasio","Na siłowni","el aeróbic","aerobik"
"En el Gimnasio","Na siłowni","el zumba","zumba"
"En el Gimnasio","Na siłowni","el spinning","spinning"
"En el Gimnasio","Na siłowni","la esterilla","mata do ćwiczeń"
"En el Gimnasio","Na siłowni","los abdominales","brzuszki (ćwiczenie) / mięśnie brzucha"
"En el Gimnasio","Na siłowni","las flexiones","pompki (ćwiczenie)"
"En el Gimnasio","Na siłowni","las sentadillas","przysiady"
"En el Gimnasio","Na siłowni","perder peso","schudnąć / tracić na wadze"
"En el Gimnasio","Na siłowni","ganar masa muscular","budować masę mięśniową"
"En el Gimnasio","Na siłowni","la dieta","dieta"
"En el Gimnasio","Na siłowni","la proteína","białko"
"En el Gimnasio","Na siłowni","la motivación","motywacja"
"Artes Marciales","Sztuki walki","las artes marciales","sztuki walki"
"Artes Marciales","Sztuki walki","el kárate","karate"
"Artes Marciales","Sztuki walki","el judo","judo"
"Artes Marciales","Sztuki walki","el taekwondo","taekwondo"
"Artes Marciales","Sztuki walki","el boxeo","boks"
"Artes Marciales","Sztuki walki","el kickboxing","kick-boxing"
"Artes Marciales","Sztuki walki","el muay thai","muay thai (boks tajski)"
"Artes Marciales","Sztuki walki","el jiu-jitsu","jiu-jitsu"
"Artes Marciales","Sztuki walki","el kung fu","kung fu"
"Artes Marciales","Sztuki walki","la esgrima","szermierka"
"Artes Marciales","Sztuki walki","la lucha libre","zapasy"
"Artes Marciales","Sztuki walki","el combate","walka / starcie"
"Artes Marciales","Sztuki walki","el asalto / el round","runda"
"Artes Marciales","Sztuki walki","el cuadrilátero / el ring","ring"
"Artes Marciales","Sztuki walki","el tatami","mata (tatami)"
"Artes Marciales","Sztuki walki","el luchador","wojownik / zapaśnik"
"Artes Marciales","Sztuki walki","el boxeador","bokser"
"Artes Marciales","Sztuki walki","el maestro / el sensei","mistrz / nauczyciel"
"Artes Marciales","Sztuki walki","el oponente / el rival","przeciwnik / rywal"
"Artes Marciales","Sztuki walki","el árbitro","sędzia"
"Artes Marciales","Sztuki walki","atacar","atakować"
"Artes Marciales","Sztuki walki","el ataque","atak"
"Artes Marciales","Sztuki walki","defender","bronić"
"Artes Marciales","Sztuki walki","la defensa","obrona"
"Artes Marciales","Sztuki walki","bloquear","blokować"
"Artes Marciales","Sztuki walki","el bloqueo","blok (ciosu)"
"Artes Marciales","Sztuki walki","golpear","uderzać"
"Artes Marciales","Sztuki walki","el golpe","cios / uderzenie"
"Artes Marciales","Sztuki walki","el puñetazo","uderzenie pięścią"
"Artes Marciales","Sztuki walki","la patada","kopnięcie"
"Artes Marciales","Sztuki walki","el gancho","sierpowy / hak (cios)"
"Artes Marciales","Sztuki walki","esquivar","unikać (ciosu)"
"Artes Marciales","Sztuki walki","derribar","powalić / obalić"
"Artes Marciales","Sztuki walki","el agarre","chwyt"
"Artes Marciales","Sztuki walki","la llave","dźwignia"
"Artes Marciales","Sztuki walki","la sumisión","poddanie"
"Artes Marciales","Sztuki walki","rendirse","poddać się"
"Artes Marciales","Sztuki walki","ganar","wygrać"
"Artes Marciales","Sztuki walki","perder","przegrać"
"Artes Marciales","Sztuki walki","el nocaut (KO)","nokaut (KO)"
"Artes Marciales","Sztuki walki","la disciplina","dyscyplina"
"Artes Marciales","Sztuki walki","el respeto","szacunek"
"Artes Marciales","Sztuki walki","la concentración","koncentracja"
"Artes Marciales","Sztuki walki","el kimono / el dobok","kimono"
"Artes Marciales","Sztuki walki","el cinturón","pas"
"Artes Marciales","Sztuki walki","el cinturón negro","czarny pas"
"Artes Marciales","Sztuki walki","el guante de boxeo","rękawica bokserska"
"Artes Marciales","Sztuki walki","el saco de boxeo","worek treningowy"
"Artes Marciales","Sztuki walki","la técnica","technika"
"Artes Marciales","Sztuki walki","el torneo","turniej"
"Música Clásica","Muzyka klasyczna","la música clásica","muzyka klasyczna"
"Música Clásica","Muzyka klasyczna","la música","muzyka"
"Música Clásica","Muzyka klasyczna","el músico","muzyk"
"Música Clásica","Muzyka klasyczna","el compositor","kompozytor"
"Música Clásica","Muzyka klasyczna","componer","komponować"
"Música Clásica","Muzyka klasyczna","la obra","dzieło"
"Música Clásica","Muzyka klasyczna","la pieza musical","utwór muzyczny"
"Música Clásica","Muzyka klasyczna","la sinfonía","symfonia"
"Música Clásica","Muzyka klasyczna","el concierto","koncert"
"Música Clásica","Muzyka klasyczna","la sonata","sonata"
"Música Clásica","Muzyka klasyczna","la ópera","opera"
"Música Clásica","Muzyka klasyczna","el ballet","balet"
"Música Clásica","Muzyka klasyczna","la orquesta","orkiestra"
"Música Clásica","Muzyka klasyczna","la orquesta sinfónica","orkiestra symfoniczna"
"Música Clásica","Muzyka klasyczna","el director de orquesta","dyrygent"
"Música Clásica","Muzyka klasyczna","la batuta","batuta"
"Música Clásica","Muzyka klasyczna","el ensayo","próba"
"Música Clásica","Muzyka klasyczna","ensayar","robić próbę / ćwiczyć"
"Música Clásica","Muzyka klasyczna","el escenario","scena"
"Música Clásica","Muzyka klasyczna","el público","publiczność"
"Música Clásica","Muzyka klasyczna","aplaudir","klaskać"
"Música Clásica","Muzyka klasyczna","el aplauso","oklaski / brawa"
"Música Clásica","Muzyka klasyczna","el teatro","teatr"
"Música Clásica","Muzyka klasyczna","el auditorio","audytorium / sala koncertowa"
"Música Clásica","Muzyka klasyczna","el instrumento","instrument"
"Música Clásica","Muzyka klasyczna","el violín","skrzypce"
"Música Clásica","Muzyka klasyczna","la viola","altówka"
"Música Clásica","Muzyka klasyczna","el violonchelo","wiolonczela"
"Música Clásica","Muzyka klasyczna","el contrabajo","kontrabas"
"Música Clásica","Muzyka klasyczna","el piano","pianino / fortepian"
"Música Clásica","Muzyka klasyczna","la flauta","flet"
"Música Clásica","Muzyka klasyczna","el clarinete","klarnet"
"Música Clásica","Muzyka klasyczna","el oboe","obój"
"Música Clásica","Muzyka klasyczna","la trompeta","trąbka"
"Música Clásica","Muzyka klasyczna","el trombón","puzon"
"Música Clásica","Muzyka klasyczna","la trompa","waltornia"
"Música Clásica","Muzyka klasyczna","los timbales","kotły (instrument)"
"Música Clásica","Muzyka klasyczna","el arpa","harfa"
"Música Clásica","Muzyka klasyczna","afinar","stroić"
"Música Clásica","Muzyka klasyczna","tocar","grać (na instrumencie)"
"Música Clásica","Muzyka klasyczna","la melodía","melodia"
"Música Clásica","Muzyka klasyczna","la armonía","harmonia"
"Música Clásica","Muzyka klasyczna","el ritmo","rytm"
"Música Clásica","Muzyka klasyczna","la partitura","partytura / zapis nutowy"
"Música Clásica","Muzyka klasyczna","la nota","nuta"
"Música Clásica","Muzyka klasyczna","el atril","pulpit (na nuty)"
"Música Clásica","Muzyka klasyczna","el coro","chór"
"Música Clásica","Muzyka klasyczna","cantar","śpiewać"
"Música Clásica","Muzyka klasyczna","el soprano","sopran"
"Música Clásica","Muzyka klasyczna","el tenor","tenor"
"Géneros Musicales","Gatunki muzyczne","el género musical","gatunek muzyczny"
"Géneros Musicales","Gatunki muzyczne","el pop","pop"
"Géneros Musicales","Gatunki muzyczne","el rock","rock"
"Géneros Musicales","Gatunki muzyczne","el jazz","jazz"
"Géneros Musicales","Gatunki muzyczne","el blues","blues"
"Géneros Musicales","Gatunki muzyczne","la música clásica","muzyka klasyczna"
"Géneros Musicales","Gatunki muzyczne","el hip hop","hip hop"
"Géneros Musicales","Gatunki muzyczne","el rap","rap"
"Géneros Musicales","Gatunki muzyczne","el reguetón","reggaeton"
"Géneros Musicales","Gatunki muzyczne","la salsa","salsa"
"Géneros Musicales","Gatunki muzyczne","la bachata","bachata"
"Géneros Musicales","Gatunki muzyczne","el merengue","merengue"
"Géneros Musicales","Gatunki muzyczne","la cumbia","cumbia"
"Géneros Musicales","Gatunki muzyczne","el flamenco","flamenco"
"Géneros Musicales","Gatunki muzyczne","el tango","tango"
"Géneros Musicales","Gatunki muzyczne","el country","country"
"Géneros Musicales","Gatunki muzyczne","el heavy metal","heavy metal"
"Géneros Musicales","Gatunki muzyczne","el punk","punk"
"Géneros Musicales","Gatunki muzyczne","la música electrónica","muzyka elektroniczna"
"Géneros Musicales","Gatunki muzyczne","el tecno","techno"
"Géneros Musicales","Gatunki muzyczne","el house","house"
"Géneros Musicales","Gatunki muzyczne","la música disco","muzyka disco"
"Géneros Musicales","Gatunki muzyczne","el reggae","reggae"
"Géneros Musicales","Gatunki muzyczne","el soul","soul"
"Géneros Musicales","Gatunki muzyczne","el R&B","R&B"
"Géneros Musicales","Gatunki muzyczne","la música indie","muzyka indie"
"Géneros Musicales","Gatunki muzyczne","el folk / la música folclórica","muzyka folkowa / ludowa"
"Géneros Musicales","Gatunki muzyczne","la ópera","opera"
"Géneros Musicales","Gatunki muzyczne","la zarzuela","zarzuela (hiszpańska operetka)"
"Géneros Musicales","Gatunki muzyczne","el gospel","gospel"
"Géneros Musicales","Gatunki muzyczne","el funk","funk"
"Géneros Musicales","Gatunki muzyczne","el ska","ska"
"Géneros Musicales","Gatunki muzyczne","la música ambiental","muzyka ambient / tła"
"Géneros Musicales","Gatunki muzyczne","el villancico","kolęda"
"Géneros Musicales","Gatunki muzyczne","el himno","hymn"
"Géneros Musicales","Gatunki muzyczne","la balada","balada"
"Géneros Musicales","Gatunki muzyczne","el bolero","bolero"
"Géneros Musicales","Gatunki muzyczne","la ranchera","ranchera"
"Géneros Musicales","Gatunki muzyczne","el mariachi","muzyka mariachi"
"Géneros Musicales","Gatunki muzyczne","la música de cámara","muzyka kameralna"
"Géneros Musicales","Gatunki muzyczne","la sinfonía","symfonia"
"Géneros Musicales","Gatunki muzyczne","la música instrumental","muzyka instrumentalna"
"Géneros Musicales","Gatunki muzyczne","la música vocal","muzyka wokalna"
"Géneros Musicales","Gatunki muzyczne","el ritmo","rytm"
"Géneros Musicales","Gatunki muzyczne","el compás","takt / metrum"
"Géneros Musicales","Gatunki muzyczne","el acorde","akord"
"Géneros Musicales","Gatunki muzyczne","la melodía","melodia"
"Géneros Musicales","Gatunki muzyczne","el estribillo","refren"
"Géneros Musicales","Gatunki muzyczne","la estrofa","zwrotka"
"Géneros Musicales","Gatunki muzyczne","el estilo","styl (muzyczny)"
"Pintura y Escultura","Malarstwo i rzeźba","la pintura","malarstwo / farba"
"Pintura y Escultura","Malarstwo i rzeźba","el cuadro","obraz"
"Pintura y Escultura","Malarstwo i rzeźba","el pintor","malarz"
"Pintura y Escultura","Malarstwo i rzeźba","la pintora","malarka"
"Pintura y Escultura","Malarstwo i rzeźba","el pincel","pędzel"
"Pintura y Escultura","Malarstwo i rzeźba","la paleta","paleta"
"Pintura y Escultura","Malarstwo i rzeźba","el lienzo","płótno"
"Pintura y Escultura","Malarstwo i rzeźba","el caballete","sztaluga"
"Pintura y Escultura","Malarstwo i rzeźba","la acuarela","akwarela"
"Pintura y Escultura","Malarstwo i rzeźba","el óleo","farba olejna / obraz olejny"
"Pintura y Escultura","Malarstwo i rzeźba","el acrílico","akryl"
"Pintura y Escultura","Malarstwo i rzeźba","el pastel","pastel"
"Pintura y Escultura","Malarstwo i rzeźba","el carboncillo","węgiel (do rysowania)"
"Pintura y Escultura","Malarstwo i rzeźba","el boceto","szkic / zarys"
"Pintura y Escultura","Malarstwo i rzeźba","el esbozo","szkic"
"Pintura y Escultura","Malarstwo i rzeźba","el dibujo","rysunek"
"Pintura y Escultura","Malarstwo i rzeźba","el retrato","portret"
"Pintura y Escultura","Malarstwo i rzeźba","el autorretrato","autoportret"
"Pintura y Escultura","Malarstwo i rzeźba","el paisaje","pejzaż / krajobraz"
"Pintura y Escultura","Malarstwo i rzeźba","el bodegón","martwa natura"
"Pintura y Escultura","Malarstwo i rzeźba","la perspectiva","perspektywa"
"Pintura y Escultura","Malarstwo i rzeźba","la textura","tekstura"
"Pintura y Escultura","Malarstwo i rzeźba","la obra de arte","dzieło sztuki"
"Pintura y Escultura","Malarstwo i rzeźba","la exposición","wystawa"
"Pintura y Escultura","Malarstwo i rzeźba","la galería","galeria (sztuki)"
"Pintura y Escultura","Malarstwo i rzeźba","el museo","muzeum"
"Pintura y Escultura","Malarstwo i rzeźba","el marco","rama"
"Pintura y Escultura","Malarstwo i rzeźba","la escultura","rzeźba"
"Pintura y Escultura","Malarstwo i rzeźba","el escultor","rzeźbiarz"
"Pintura y Escultura","Malarstwo i rzeźba","esculpir","rzeźbić"
"Pintura y Escultura","Malarstwo i rzeźba","tallar","rzeźbić / ciosać (w drewnie/kamieniu)"
"Pintura y Escultura","Malarstwo i rzeźba","el mármol","marmur"
"Pintura y Escultura","Malarstwo i rzeźba","el bronce","brąz"
"Pintura y Escultura","Malarstwo i rzeźba","la arcilla","glina"
"Pintura y Escultura","Malarstwo i rzeźba","el yeso","gips"
"Pintura y Escultura","Malarstwo i rzeźba","la piedra","kamień"
"Pintura y Escultura","Malarstwo i rzeźba","el cincel","dłuto"
"Pintura y Escultura","Malarstwo i rzeźba","el martillo","młotek"
"Pintura y Escultura","Malarstwo i rzeźba","el relieve","płaskorzeźba"
"Pintura y Escultura","Malarstwo i rzeźba","el busto","popiersie"
"Pintura y Escultura","Malarstwo i rzeźba","la estatua","statua / posąg"
"Pintura y Escultura","Malarstwo i rzeźba","el monumento","pomnik"
"Pintura y Escultura","Malarstwo i rzeźba","la obra maestra","arcydzieło"
"Pintura y Escultura","Malarstwo i rzeźba","la creatividad","kreatywność"
"Pintura y Escultura","Malarstwo i rzeźba","abstracto","abstrakcyjny"
"Pintura y Escultura","Malarstwo i rzeźba","figurativo","figuratywny"
"Pintura y Escultura","Malarstwo i rzeźba","realista","realistyczny"
"Pintura y Escultura","Malarstwo i rzeźba","surrealista","surrealistyczny"
"Pintura y Escultura","Malarstwo i rzeźba","la pincelada","pociągnięcie pędzlem"
"Pintura y Escultura","Malarstwo i rzeźba","las bellas artes","sztuki piękne"
"Arquitectura","Architektura","la arquitectura","architektura"
"Arquitectura","Architektura","el arquitecto","architekt"
"Arquitectura","Architektura","el edificio","budynek"
"Arquitectura","Architektura","la construcción","budowa / konstrukcja"
"Arquitectura","Architektura","construir","budować"
"Arquitectura","Architektura","el plano","plan / projekt"
"Arquitectura","Architektura","el diseño","projekt / design"
"Arquitectura","Architektura","el proyecto","projekt"
"Arquitectura","Architektura","los cimientos","fundamenty"
"Arquitectura","Architektura","la fachada","fasada / elewacja"
"Arquitectura","Architektura","el muro","mur"
"Arquitectura","Architektura","la pared","ściana"
"Arquitectura","Architektura","el techo","sufit / dach"
"Arquitectura","Architektura","el tejado","dach"
"Arquitectura","Architektura","la columna","kolumna"
"Arquitectura","Architektura","el pilar","filar"
"Arquitectura","Architektura","el arco","łuk (architektoniczny)"
"Arquitectura","Architektura","la bóveda","sklepienie"
"Arquitectura","Architektura","la cúpula","kopuła"
"Arquitectura","Architektura","la escalera","schody"
"Arquitectura","Architektura","el balcón","balkon"
"Arquitectura","Architektura","la terraza","taras"
"Arquitectura","Architektura","la ventana","okno"
"Arquitectura","Architektura","la puerta","drzwi"
"Arquitectura","Architektura","el rascacielos","drapacz chmur"
"Arquitectura","Architektura","la torre","wieża"
"Arquitectura","Architektura","el castillo","zamek"
"Arquitectura","Architektura","el palacio","pałac"
"Arquitectura","Architektura","la iglesia","kościół"
"Arquitectura","Architektura","la catedral","katedra"
"Arquitectura","Architektura","el templo","świątynia"
"Arquitectura","Architektura","la mezquita","meczet"
"Arquitectura","Architektura","el puente","most"
"Arquitectura","Architektura","el monumento","zabytek / pomnik"
"Arquitectura","Architektura","el ladrillo","cegła"
"Arquitectura","Architektura","el cemento","cement"
"Arquitectura","Architektura","el hormigón","beton"
"Arquitectura","Architektura","el acero","stal"
"Arquitectura","Architektura","el vidrio","szkło"
"Arquitectura","Architektura","la madera","drewno"
"Arquitectura","Architektura","el estilo gótico","styl gotycki"
"Arquitectura","Architektura","el estilo románico","styl romański"
"Arquitectura","Architektura","el estilo barroco","styl barokowy"
"Arquitectura","Architektura","el estilo renacentista","styl renesansowy"
"Arquitectura","Architektura","el estilo modernista","styl modernistyczny"
"Arquitectura","Architektura","el espacio","przestrzeń"
"Arquitectura","Architektura","la luz","światło"
"Arquitectura","Architektura","el urbanismo","urbanistyka"
"Arquitectura","Architektura","el plano de planta","rzut poziomy"
"Arquitectura","Architektura","la estructura","struktura / szkielet"
"Fotografía","Fotografia","la fotografía","fotografia"
"Fotografía","Fotografia","la foto","zdjęcie"
"Fotografía","Fotografia","el fotógrafo","fotograf"
"Fotografía","Fotografia","la cámara (fotográfica)","aparat (fotograficzny)"
"Fotografía","Fotografia","el objetivo / la lente","obiektyw / soczewka"
"Fotografía","Fotografia","el flash","flesz / lampa błyskowa"
"Fotografía","Fotografia","el trípode","statyw"
"Fotografía","Fotografia","el enfoque","ostrość / punkt ostrości"
"Fotografía","Fotografia","enfocar","ustawiać ostrość"
"Fotografía","Fotografia","el encuadre","kadr"
"Fotografía","Fotografia","la luz","światło"
"Fotografía","Fotografia","la iluminación","oświetlenie"
"Fotografía","Fotografia","el contraste","kontrast"
"Fotografía","Fotografia","la exposición","ekspozycja"
"Fotografía","Fotografia","el diafragma","przesłona"
"Fotografía","Fotografia","la velocidad de obturación","czas naświetlania"
"Fotografía","Fotografia","el sensor","matryca (w aparacie)"
"Fotografía","Fotografia","el carrete","klisza / film"
"Fotografía","Fotografia","revelar","wywoływać (zdjęcia)"
"Fotografía","Fotografia","el cuarto oscuro","ciemnia"
"Fotografía","Fotografia","el álbum","album"
"Fotografía","Fotografia","el retrato","portret"
"Fotografía","Fotografia","el paisaje","pejzaż"
"Fotografía","Fotografia","la fotografía en blanco y negro","fotografia czarno-biała"
"Fotografía","Fotografia","la fotografía en color","fotografia kolorowa"
"Fotografía","Fotografia","el primer plano","pierwszy plan / zbliżenie"
"Fotografía","Fotografia","el fondo","tło"
"Fotografía","Fotografia","el píxel","piksel"
"Fotografía","Fotografia","la resolución","rozdzielczość"
"Fotografía","Fotografia","el archivo","plik (np. ze zdjęciem)"
"Fotografía","Fotografia","editar","edytować"
"Fotografía","Fotografia","retocar","retuszować"
"Fotografía","Fotografia","el filtro","filtr"
"Fotografía","Fotografia","el modelo / la modelo","model / modelka"
"Fotografía","Fotografia","posar","pozować"
"Fotografía","Fotografia","el estudio fotográfico","studio fotograficzne"
"Fotografía","Fotografia","la instantánea","zdjęcie natychmiastowe / polaroid"
"Fotografía","Fotografia","el fotoperiodismo","fotoreportaż"
"Fotografía","Fotografia","hacer una foto / sacar una foto","robić zdjęcie"
"Fotografía","Fotografia","borrar","kasować"
"Fotografía","Fotografia","guardar","zapisywać"
"Fotografía","Fotografia","capturar","uchwycić"
"Fotografía","Fotografia","la nitidez","ostrość (zdjęcia)"
"Fotografía","Fotografia","desenfocado","rozmazany / nieostry"
"Fotografía","Fotografia","nítido","ostry / wyraźny"
"Fotografía","Fotografia","el gran angular","obiektyw szerokokątny"
"Fotografía","Fotografia","el teleobjetivo","teleobiektyw"
"Fotografía","Fotografia","la tarjeta de memoria","karta pamięci"
"Fotografía","Fotografia","el autorretrato / el selfi","autoportret / selfie"
"Fotografía","Fotografia","el visor","wizjer"
"Géneros Literarios","Gatunki literackie","la literatura","literatura"
"Géneros Literarios","Gatunki literackie","el género literario","gatunek literacki"
"Géneros Literarios","Gatunki literackie","la novela","powieść"
